"","id","user_id","quality_grade","latitude","longitude","species","scientific_name"
"324",1005892,59033,"casual",-41.35125446,174.7615664,"Kaka","Nestor meridionalis"
"325",1005895,59033,"research",-41.25660863,174.7620804,"Kaka","Nestor meridionalis"
"326",1005982,58909,"research",-41.29160055,174.668058,"Kaka","Nestor meridionalis"
"327",1005992,59033,"casual",-41.23012315,174.6980736,"Kaka","Nestor meridionalis"
"328",1005994,59033,"research",-41.3489402,174.8160359,"Kaka","Nestor meridionalis"
"329",1006006,58758,"casual",-41.36345698,174.784052,"Kaka","Nestor meridionalis septentrionalis"
"330",1006008,58758,"casual",-41.27453151,174.8201984,"Kaka","Nestor meridionalis"
"331",1006020,58758,"research",-41.33465466,174.7104267,"Kaka","Nestor meridionalis"
"332",1006272,16490,"research",-41.32740039,174.7228247,"Kaka","Nestor meridionalis"
"333",1006356,59033,"research",-41.34011602,174.8027718,"Kaka","Nestor meridionalis"
"334",1006370,59040,"research",-41.23212892,174.7048272,"Kaka","Nestor meridionalis"
"335",1006938,58758,"research",-41.27985674,174.7733723,"Kaka","Nestor meridionalis"
"336",1006967,58758,"casual",-41.3136956,174.7892465,"Kaka","Nestor meridionalis"
"337",1006970,58758,"casual",-41.27733209,174.8151859,"Kaka","Nestor meridionalis"
"338",1006980,59033,"casual",-41.28198632,174.6680519,"Kaka","Nestor meridionalis"
"339",1007031,58909,"casual",-41.32710339,174.6689933,"Kaka","Nestor meridionalis"
"340",1007107,58758,"casual",-41.25158206,174.6891109,"Kaka","Nestor meridionalis"
"341",1007572,59033,"casual",-41.28308053,174.7909603,"Kaka","Nestor meridionalis"
"342",1007590,59033,"casual",-41.33235274,174.7985609,"Kaka","Nestor meridionalis"
"343",1007602,59033,"research",-41.32548018,174.6498762,"Kaka","Nestor meridionalis"
"344",1007627,59040,"casual",-41.32881967,174.7643259,"Kaka","Nestor meridionalis"
"345",1007628,59040,"research",-41.34508183,174.6505831,"Kaka","Nestor meridionalis"
"346",1007814,59040,"research",-41.33103027,174.7337107,"Kaka","Nestor meridionalis"
"347",1008134,58758,"casual",-41.25864306,174.6770851,"Kaka","Nestor meridionalis"
"348",1008171,59040,"research",-41.31853479,174.6966192,"Kaka","Nestor meridionalis"
"349",1008207,59040,"research",-41.34269146,174.7852808,"Kaka","Nestor meridionalis"
"350",1008218,58909,"research",-41.24969557,174.7947433,"Kaka","Nestor meridionalis"
"351",1008219,58909,"research",-41.2671328,174.7008336,"Kaka","Nestor meridionalis"
"352",1008291,58758,"casual",-41.33529574,174.7580266,"Kaka","Nestor meridionalis"
"353",1009636,59177,"research",-41.30437795,174.7013496,"Kaka","Nestor meridionalis"
"354",1010033,59040,"research",-41.25533108,174.6833271,"Kaka","Nestor meridionalis"
"355",1010419,58758,"research",-41.30670013,174.8297017,"Kaka","Nestor meridionalis"
"356",1010429,59033,"research",-41.30642463,174.8099861,"Kaka","Nestor meridionalis"
"357",1010439,59040,"research",-41.27707578,174.7415289,"Kaka","Nestor meridionalis"
"358",1010440,59040,"research",-41.37635821,174.7285195,"Kaka","Nestor meridionalis septentrionalis"
"359",1010443,58909,"research",-41.33502893,174.7600122,"Kaka","Nestor meridionalis"
"360",1011463,58909,"research",-41.31310986,174.8001698,"Kaka","Nestor meridionalis"
"361",1011470,58909,"research",-41.25908143,174.756036,"Kaka","Nestor meridionalis"
"362",1011958,59040,"research",-41.24742538,174.7302229,"Kaka","Nestor meridionalis"
"363",1012050,58909,"research",-41.30043009,174.6399272,"Kaka","Nestor meridionalis"
"364",1012052,59040,"research",-41.34484785,174.8368011,"Kaka","Nestor meridionalis septentrionalis"
"365",1012139,59033,"research",-41.34006702,174.7313969,"Kaka","Nestor meridionalis"
"366",1012628,57754,"casual",-41.31269014,174.8404589,"Kaka","Nestor meridionalis"
"367",1012719,59040,"research",-41.23246375,174.7293015,"Kaka","Nestor meridionalis"
"368",1012760,59033,"research",-41.30885302,174.7651953,"Kaka","Nestor meridionalis"
"369",1012761,59033,"research",-41.22753569,174.7304073,"Kaka","Nestor meridionalis"
"370",1012762,59033,"research",-41.37825817,174.7774204,"Kaka","Nestor meridionalis"
"371",1012850,59033,"research",-41.32643593,174.7610028,"Kaka","Nestor meridionalis"
"372",1012851,59033,"research",-41.36771935,174.7810193,"Kaka","Nestor meridionalis"
"373",1013889,57408,"casual",-41.35066282,174.6730598,"Kaka","Nestor meridionalis septentrionalis"
"374",1013958,59033,"casual",-41.31354117,174.6346557,"Kaka","Nestor meridionalis"
"375",1014070,59112,"research",-41.27751606,174.8789113,"Kaka","Nestor meridionalis"
"376",1014107,58758,"research",-41.28562238,174.7841235,"Kaka","Nestor meridionalis"
"377",1014108,58758,"casual",-41.36550765,174.7744047,"Kaka","Nestor meridionalis"
"378",1014111,58909,"casual",-41.31780544,174.7912353,"Kaka","Nestor meridionalis"
"379",1014114,58909,"research",-41.28297136,174.7485453,"Kaka","Nestor meridionalis"
"380",1014115,58909,"research",-41.25593745,174.8068562,"Kaka","Nestor meridionalis"
"381",1014125,59033,"research",-41.31195844,174.6869148,"Kaka","Nestor meridionalis"
"382",1014180,16490,"casual",-41.26057324,174.8714971,"Kaka","Nestor meridionalis septentrionalis"
"383",1014219,59040,"casual",-41.37845901,174.7781274,"Kaka","Nestor meridionalis"
"384",1014229,58909,"research",-41.34733411,174.6894572,"Kaka","Nestor meridionalis"
"385",1014246,59033,"casual",-41.33905555,174.8519068,"Kaka","Nestor meridionalis"
"386",1014247,59033,"casual",-41.36536934,174.7250941,"Kaka","Nestor meridionalis"
"387",1014252,59033,"research",-41.31699903,174.7460401,"Kaka","Nestor meridionalis septentrionalis"
"388",1014257,58909,"research",-41.29144445,174.7796297,"Kaka","Nestor meridionalis"
"389",1014269,58758,"research",-41.32445795,174.6834345,"Kaka","Nestor meridionalis"
"390",1014288,59040,"research",-41.34526494,174.7459328,"Kaka","Nestor meridionalis"
"391",1014289,59040,"research",-41.31678158,174.74416,"Kaka","Nestor meridionalis"
"392",1014475,57640,"casual",-41.267439,174.8147144,"Kaka","Nestor meridionalis"
"393",1014696,58249,"casual",-39.0931836,175.7392838,"Kaka","Nestor meridionalis septentrionalis"
"394",1014718,59272,"casual",-41.28324403,174.7811881,"Kaka","Nestor meridionalis"
"395",1014783,59040,"casual",-41.25528576,174.7572651,"Kaka","Nestor meridionalis"
"396",1014832,59033,"casual",-41.33414885,174.7942857,"Kaka","Nestor meridionalis"
"397",1014855,58249,"casual",-38.99820662,175.703926,"Kaka","Nestor meridionalis septentrionalis"
"398",1014874,59040,"casual",-41.35843725,174.8047697,"Kaka","Nestor meridionalis"
"399",1014875,59040,"casual",-41.26093765,174.7193626,"Kaka","Nestor meridionalis"
"400",1014906,58909,"casual",-41.33803872,174.7250421,"Kaka","Nestor meridionalis"
"401",1014950,59040,"casual",-41.23288266,174.7066831,"Kaka","Nestor meridionalis"
"402",1014952,59040,"casual",-41.22544865,174.7466989,"Kaka","Nestor meridionalis"
"403",1014953,59040,"casual",-41.31106532,174.8213669,"Kaka","Nestor meridionalis"
"404",1014961,44579,"research",-37.76373437,175.1955524,"Kaka","Nestor meridionalis septentrionalis"
"405",1014964,59033,"research",-41.26756171,174.6763834,"Kaka","Nestor meridionalis"
"406",1014986,58758,"research",-41.24744696,174.8429884,"Kaka","Nestor meridionalis"
"407",1014988,58758,"research",-41.24605713,174.7764476,"Kaka","Nestor meridionalis"
"408",1014991,58758,"research",-41.3117935,174.7350013,"Kaka","Nestor meridionalis"
"409",1014998,16490,"casual",-41.23275883,174.685243,"Kaka","Nestor meridionalis septentrionalis"
"410",1015055,59278,"casual",-42.5478255,172.3152385,"Kaka","Nestor meridionalis meridionalis"
"411",1015585,58758,"research",-41.29630156,174.863328,"Kaka","Nestor meridionalis"
"412",1015586,59033,"research",-41.35418033,174.7498382,"Kaka","Nestor meridionalis"
"413",1016099,59040,"casual",-41.24565173,174.8101863,"Kaka","Nestor meridionalis"
"414",1016116,59040,"research",-41.23375287,174.7179225,"Kaka","Nestor meridionalis"
"415",1016119,59033,"research",-41.31686278,174.7548552,"Kaka","Nestor meridionalis"
"416",1016135,58909,"research",-41.32585064,174.742119,"Kaka","Nestor meridionalis"
"417",1016210,58758,"casual",-41.28874859,174.6745111,"Kaka","Nestor meridionalis"
"418",1016213,58758,"research",-41.32273771,174.76929,"Kaka","Nestor meridionalis"
"419",1016741,58486,"casual",-41.16953448,174.8049262,"Kaka","Nestor meridionalis septentrionalis"
"420",1016749,59040,"casual",-41.34357729,174.7574223,"Kaka","Nestor meridionalis"
"421",1016767,59040,"research",-41.2983983,174.7017903,"Kaka","Nestor meridionalis"
"422",1016900,58758,"research",-41.33828097,174.8099925,"Kaka","Nestor meridionalis"
"423",1016913,59033,"research",-41.29333562,174.7577011,"Kaka","Nestor meridionalis"
"424",1017205,13200,"research",-41.36706523,174.7746708,"Kaka","Nestor meridionalis septentrionalis"
"425",1017691,58289,"research",-39.0905564,176.7198853,"Kaka","Nestor meridionalis septentrionalis"
"426",1024065,16490,"research",-41.33683432,174.6524037,"Kaka","Nestor meridionalis septentrionalis"
"427",1033115,60887,"casual",-41.31579421,174.8326013,"Kaka","Nestor meridionalis"
"428",1033879,59236,"casual",-41.26847515,174.8476494,"Kaka","Nestor meridionalis"
"429",1033888,56952,"casual",-41.29623204,174.7706947,"Kaka","Nestor meridionalis"
"430",1033975,59033,"casual",-41.37474129,174.7415278,"Kaka","Nestor meridionalis"
"431",1033990,58909,"research",-41.2344696,174.686578,"Kaka","Nestor meridionalis"
"432",1033991,58909,"research",-41.31389918,174.8322282,"Kaka","Nestor meridionalis"
"433",1034248,59033,"casual",-41.21154598,174.7846711,"Kaka","Nestor meridionalis"
"434",1034330,58909,"research",-41.27912249,174.68868,"Kaka","Nestor meridionalis"
"435",1034347,58909,"casual",-41.34709897,174.7184882,"Kaka","Nestor meridionalis"
"436",1034356,58909,"research",-41.3021334,174.6606983,"Kaka","Nestor meridionalis"
"437",1034364,59040,"casual",-41.29645562,174.7000139,"Kaka","Nestor meridionalis"
"438",1034370,59033,"research",-41.23333361,174.7962205,"Kaka","Nestor meridionalis"
"439",1034379,58758,"casual",-41.31667314,174.7862955,"Kaka","Nestor meridionalis"
"440",1034381,58758,"research",-41.33175733,174.8548102,"Kaka","Nestor meridionalis"
"441",1034458,13200,"research",-41.22058338,174.8639023,"Kaka","Nestor meridionalis septentrionalis"
"442",1034521,59040,"research",-41.3573103,174.7245602,"Kaka","Nestor meridionalis"
"443",1034528,58758,"research",-41.31581824,174.7239862,"Kaka","Nestor meridionalis"
"444",1034542,59033,"research",-41.23369584,174.8152989,"Kaka","Nestor meridionalis"
"445",1034556,58909,"research",-41.24362042,174.6756113,"Kaka","Nestor meridionalis"
"446",1034557,58909,"casual",-41.23163437,174.7901423,"Kaka","Nestor meridionalis"
"447",1046566,41307,"research",-41.80939156,172.5135714,"Kaka","Nestor meridionalis meridionalis"
"448",1050252,16490,"casual",-41.33033731,174.9846638,"Kaka","Nestor meridionalis septentrionalis"
"449",1050262,16490,"casual",-41.27476292,174.8563539,"Kaka","Nestor meridionalis septentrionalis"
"450",1050279,16490,"casual",-41.22734784,174.6989107,"Kaka","Nestor meridionalis septentrionalis"
"451",1050390,16490,"casual",-41.28063714,174.7196454,"Kaka","Nestor meridionalis septentrionalis"
"452",1055260,40857,"research",-39.0207857,176.0022447,"Kaka","Nestor meridionalis"
"453",1055799,62323,"research",-41.33236218,174.6448443,"Kaka","Nestor meridionalis septentrionalis"
"454",1055802,62323,"research",-41.32963582,174.713932,"Kaka","Nestor meridionalis septentrionalis"
"455",1055803,62323,"research",-41.32073764,174.702846,"Kaka","Nestor meridionalis"
"456",1055809,62323,"research",-41.297849,174.6853674,"Kaka","Nestor meridionalis septentrionalis"
"457",1055854,62324,"research",-41.22622744,174.8039247,"Kaka","Nestor meridionalis"
"458",1055855,62324,"research",-41.25627206,174.644953,"Kaka","Nestor meridionalis"
"459",1056848,62404,"research",-41.28216746,174.7462036,"Kaka","Nestor meridionalis"
"460",1056858,62403,"research",-41.2404834,174.7623751,"Kaka","Nestor meridionalis"
"461",1056860,62403,"research",-41.36631264,174.7732584,"Kaka","Nestor meridionalis septentrionalis"
"462",1058313,62540,"research",-41.22479202,174.8064638,"Kaka","Nestor meridionalis"
"463",1064010,13200,"research",-41.286803,174.7793503,"Kaka","Nestor meridionalis septentrionalis"
"464",1066357,62985,"research",-41.32110254,174.6757756,"Kaka","Nestor meridionalis septentrionalis"
"465",1066358,62985,"research",-41.3842309,174.7448934,"Kaka","Nestor meridionalis septentrionalis"
"466",1066406,62594,"research",-41.36629412,174.6930538,"Kaka","Nestor meridionalis septentrionalis"
"467",1067607,63050,"research",-41.28459121,174.6400693,"Kaka","Nestor meridionalis septentrionalis"
"468",1069472,63183,"research",-41.37474405,174.786653,"Kaka","Nestor meridionalis"
"469",1069494,63182,"research",-41.28358082,174.7498444,"Kaka","Nestor meridionalis"
"470",1069710,58249,"casual",-39.02274197,175.7657911,"Kaka","Nestor meridionalis septentrionalis"
"471",1069763,16490,"research",-41.25408177,174.8344918,"Kaka","Nestor meridionalis septentrionalis"
"472",1070405,63184,"research",-41.34650006,174.7847569,"Kaka","Nestor meridionalis septentrionalis"
"473",1070667,63281,"research",-41.3300658,174.7147546,"Kaka","Nestor meridionalis septentrionalis"
"474",1070668,63281,"research",-41.2598782,174.6487321,"Kaka","Nestor meridionalis septentrionalis"
"475",1071824,63280,"research",-41.23512159,174.8194968,"Kaka","Nestor meridionalis septentrionalis"
"476",1077644,63754,"research",-41.22534171,174.7342904,"Kaka","Nestor meridionalis"
"477",1077645,63754,"research",-41.37341962,174.7990075,"Kaka","Nestor meridionalis"
"478",1077657,63752,"research",-41.23490412,174.790363,"Kaka","Nestor meridionalis"
"479",1079081,16490,"research",-41.38794394,174.6114401,"Kaka","Nestor meridionalis septentrionalis"
"480",1079111,16490,"research",-41.26630375,174.7148699,"Kaka","Nestor meridionalis septentrionalis"
"481",1079112,16490,"research",-41.31154118,174.6380098,"Kaka","Nestor meridionalis septentrionalis"
"482",1079701,58290,"research",-41.20780483,174.7096423,"Kaka","Nestor meridionalis septentrionalis"
"483",1079706,58290,"research",-41.16290205,174.729495,"Kaka","Nestor meridionalis septentrionalis"
"484",1079715,63917,"research",-41.36455335,174.7627455,"Kaka","Nestor meridionalis septentrionalis"
"485",1081138,58290,"research",-41.26957608,174.7032307,"Kaka","Nestor meridionalis septentrionalis"
"486",1083613,16490,"research",-41.35010922,174.7214688,"Kaka","Nestor meridionalis septentrionalis"
"487",1083627,16490,"research",-41.31776139,174.710094,"Kaka","Nestor meridionalis septentrionalis"
"488",1098312,24606,"research",-41.29448854,174.6718656,"Kaka","Nestor meridionalis septentrionalis"
"489",1106326,65235,"research",-41.2812742,174.6652473,"Kaka","Nestor meridionalis"
"490",1106698,65245,"research",-38.03162925,175.5076307,"Kaka","Nestor meridionalis"
"491",1118476,65805,"research",-41.3734965,174.7587259,"Kaka","Nestor meridionalis"
"492",1125349,66177,"research",-41.26950529,174.6789976,"Kaka","Nestor meridionalis septentrionalis"
"493",1125356,66177,"research",-41.29753361,174.7478471,"Kaka","Nestor meridionalis septentrionalis"
"494",1125368,66176,"research",-41.21769456,174.7040011,"Kaka","Nestor meridionalis"
"495",1125369,66176,"research",-41.30818129,174.8532809,"Kaka","Nestor meridionalis septentrionalis"
"496",1125387,66179,"research",-41.25417379,174.7437417,"Kaka","Nestor meridionalis septentrionalis"
"497",1130865,59272,"research",-41.25916908,174.645653,"Kaka","Nestor meridionalis septentrionalis"
"498",1133214,58096,"research",-41.26846171,174.8280918,"Kaka","Nestor meridionalis septentrionalis"
"499",1139467,16490,"casual",-41.26893547,174.8321206,"Kaka","Nestor meridionalis septentrionalis"
"500",1142758,67515,"research",-41.36865365,174.7006148,"Kaka","Nestor meridionalis septentrionalis"
"501",1152447,57754,"casual",-40.85135077,175.4827862,"Kaka","Nestor meridionalis"
"502",1153343,59227,"research",-36.50896331,175.3131386,"Kaka","Nestor meridionalis"
"503",1156124,57588,"casual",-38.06559364,175.1453827,"Kaka","Nestor meridionalis septentrionalis"
"504",1171131,58249,"casual",-38.9310164,175.7341763,"Kaka","Nestor meridionalis septentrionalis"
"505",1171273,59272,"research",-41.29972054,174.7893936,"Kaka","Nestor meridionalis"
"506",1174513,59227,"casual",-40.70723448,175.7505672,"Kaka","Nestor meridionalis"
"507",1175873,16490,"casual",-41.26467897,174.8114284,"Kaka","Nestor meridionalis"
"508",1176421,57756,"casual",-44.29101314,169.7926153,"Kaka","Nestor meridionalis meridionalis"
"509",1177001,24606,"research",-41.18757242,174.8284337,"Kaka","Nestor meridionalis septentrionalis"
"510",1180246,16490,"casual",-41.31825383,174.5963775,"Kaka","Nestor meridionalis septentrionalis"
"511",1180253,16490,"casual",-41.37670206,174.7904565,"Kaka","Nestor meridionalis septentrionalis"
"512",1180920,71107,"research",-40.07261602,175.9349513,"Kaka","Nestor meridionalis septentrionalis"
"513",1185189,24606,"research",-41.30832742,174.6727326,"Kaka","Nestor meridionalis septentrionalis"
"514",1241625,77477,"research",-41.27791927,174.7316655,"Kaka","Nestor meridionalis"
"515",1284627,57739,"research",-46.81181111,168.0709504,"Kaka","Nestor meridionalis"
"516",1296748,82057,"research",-41.24254867,174.8189002,"Kaka","Nestor meridionalis septentrionalis"
"517",1326033,83148,"research",-41.29917261,174.6874605,"Kaka","Nestor meridionalis"
"518",1326034,83148,"research",-41.30985047,174.7496571,"Kaka","Nestor meridionalis septentrionalis"
"519",1326037,83148,"research",-41.30054108,174.6857063,"Kaka","Nestor meridionalis"
"520",1328619,84780,"research",-41.28468378,174.6756058,"Kaka","Nestor meridionalis septentrionalis"
"521",1342323,85610,"research",-41.37276735,174.7116304,"Kaka","Nestor meridionalis septentrionalis"
"522",1342324,85610,"research",-41.30173283,174.6967691,"Kaka","Nestor meridionalis septentrionalis"
"523",1342325,85610,"research",-41.29966487,174.7753246,"Kaka","Nestor meridionalis septentrionalis"
"524",1342363,85609,"research",-41.34056275,174.7336124,"Kaka","Nestor meridionalis septentrionalis"
"525",1342364,85609,"research",-41.23639894,174.8149533,"Kaka","Nestor meridionalis"
"526",1353326,81517,"research",-41.28534353,174.6628121,"Kaka","Nestor meridionalis septentrionalis"
"527",1354185,86620,"research",-41.38518055,174.7590157,"Kaka","Nestor meridionalis septentrionalis"
"528",1376925,59227,"research",-44.80812152,168.158429,"Kaka","Nestor meridionalis meridionalis"
"529",1393960,57553,"casual",-41.30351636,174.7515842,"Kaka","Nestor meridionalis septentrionalis"
"530",1433182,2804,"casual",-36.75043986,175.6699537,"Kaka","Nestor meridionalis"
"531",1435431,94144,"research",-41.30516609,174.7590157,"Kaka","Nestor meridionalis"
"532",1435432,94144,"research",-41.34137894,174.7498594,"Kaka","Nestor meridionalis septentrionalis"
"533",1435433,94144,"research",-41.35710849,174.8139698,"Kaka","Nestor meridionalis"
"534",1455641,96019,"research",-41.35023665,174.7924942,"Kaka","Nestor meridionalis"
"535",1455642,96019,"research",-41.32079886,174.8568964,"Kaka","Nestor meridionalis"
"536",1455643,96019,"research",-41.28833496,174.749016,"Kaka","Nestor meridionalis septentrionalis"
"537",1455783,96020,"research",-41.26891891,174.8134635,"Kaka","Nestor meridionalis septentrionalis"
"538",1455785,96020,"research",-41.24912973,174.6668634,"Kaka","Nestor meridionalis septentrionalis"
"539",1455835,96017,"research",-41.31013714,174.7773224,"Kaka","Nestor meridionalis septentrionalis"
"540",1455840,96017,"research",-41.27641072,174.6939627,"Kaka","Nestor meridionalis septentrionalis"
"541",1456003,96016,"research",-41.24208751,174.8191163,"Kaka","Nestor meridionalis"
"542",1458268,96017,"research",-41.30225971,174.8224598,"Kaka","Nestor meridionalis septentrionalis"
"543",1461417,96728,"research",-41.24439866,174.7356333,"Kaka","Nestor meridionalis septentrionalis"
"544",1461427,96728,"research",-41.36364975,174.8153972,"Kaka","Nestor meridionalis septentrionalis"
"545",1494561,57661,"research",-36.95903477,174.7370497,"Kaka","Nestor meridionalis septentrionalis"
"546",1510789,58340,"research",-46.94532113,168.0798767,"Kaka","Nestor meridionalis meridionalis"
"547",1527882,103892,"research",-38.50394168,175.6509191,"Kaka","Nestor meridionalis septentrionalis"
"548",1539106,104940,"casual",-36.62183957,174.6277824,"Kaka","Nestor meridionalis septentrionalis"
"549",1540666,61065,"research",-41.23086364,174.7770353,"Kaka","Nestor meridionalis septentrionalis"
"550",1562212,5302,"research",-41.37325673,174.7914815,"Kaka","Nestor meridionalis septentrionalis"
"551",1602465,1115,"research",-45.75127697,170.5395364,"Kaka","Nestor meridionalis meridionalis"
"552",1609856,108758,"research",-41.31381031,174.8226694,"Kaka","Nestor meridionalis"
"553",1612845,108915,"research",-41.23959591,174.695504,"Kaka","Nestor meridionalis septentrionalis"
"554",1612846,108915,"research",-41.26473321,174.7923684,"Kaka","Nestor meridionalis"
"555",1617441,109197,"research",-41.36516812,174.7389907,"Kaka","Nestor meridionalis septentrionalis"
"556",1617943,108915,"research",-41.35268365,174.7618906,"Kaka","Nestor meridionalis"
"557",1617944,108915,"research",-41.33962536,174.69706,"Kaka","Nestor meridionalis"
"558",1617947,108915,"research",-41.31369635,174.6398636,"Kaka","Nestor meridionalis"
"559",1636097,110257,"research",-41.28682428,174.6759075,"Kaka","Nestor meridionalis septentrionalis"
"560",1636120,110257,"research",-41.24238058,174.6818311,"Kaka","Nestor meridionalis septentrionalis"
"561",1636122,110257,"research",-41.33596777,174.8191623,"Kaka","Nestor meridionalis septentrionalis"
"562",1640185,110504,"casual",-41.25038217,174.7695689,"Kaka","Nestor meridionalis septentrionalis"
"563",1640238,110504,"research",-41.25513495,174.7678077,"Kaka","Nestor meridionalis"
"564",1649062,58745,"research",-46.91296537,168.2155185,"Kaka","Nestor meridionalis meridionalis"
"565",1677971,111820,"research",-41.31899034,174.8485566,"Kaka","Nestor meridionalis septentrionalis"
"566",1677973,111820,"research",-41.26782452,174.718462,"Kaka","Nestor meridionalis"
"567",1686847,112012,"research",-41.38009748,174.7458831,"Kaka","Nestor meridionalis septentrionalis"
"568",1686848,112012,"research",-41.33672741,174.7755439,"Kaka","Nestor meridionalis septentrionalis"
"569",1690545,86618,"research",-41.27261835,174.8252187,"Kaka","Nestor meridionalis"
"570",1703881,112734,"research",-41.26645841,174.8236239,"Kaka","Nestor meridionalis septentrionalis"
"571",1704118,112719,"research",-41.36908257,174.6833055,"Kaka","Nestor meridionalis"
"572",1704205,112719,"research",-41.25941376,174.8266446,"Kaka","Nestor meridionalis"
"573",1769817,116332,"research",-45.1978202,170.9386406,"Kaka","Nestor meridionalis meridionalis"
