id,observed_on,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,positioning_method,positioning_device,place_town_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
1000444,13/05/14,,58758,zealandia,2014-05-13 21:41:39 UTC,2014-10-18 02:08:56 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1000444,http://static.inaturalist.org/photos/1260626/medium.?1413411647,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.35975596,174.809277,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1000641,16/05/14,,58909,zealandia2,2014-05-16 02:59:38 UTC,2014-10-13 22:06:00 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1000641,http://static.inaturalist.org/photos/1261395/medium.?1413412990,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.21231988,174.7443429,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1000643,16/05/14,,58909,zealandia2,2014-05-16 02:59:39 UTC,2014-10-18 02:09:11 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1000643,http://static.inaturalist.org/photos/1261396/medium.?1413412995,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.34967821,174.8046978,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1000724,16/05/14,,59040,zealandia1,2014-05-16 10:23:45 UTC,2014-10-18 02:09:16 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1000724,http://static.inaturalist.org/photos/1261380/medium.?1413412962,,1,0,FALSE,,,-41.26764243,174.6333149,5,,,,Wellington City,Kaka (Nestor meridionalis),Nestor meridionalis,New Zealand Kaka,Animalia,18943
1000958,16/05/14,,59033,zealandia3,2014-05-18 08:14:41 UTC,2014-10-13 22:06:38 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1000958,http://static.inaturalist.org/photos/1261449/medium.?1413413118,Darren,0,0,FALSE,,,-41.35656838,174.7350397,165,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1000962,16/05/14,,59033,zealandia3,2014-05-18 08:14:42 UTC,2014-10-13 22:06:38 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1000962,http://static.inaturalist.org/photos/1261454/medium.?1413413128,,0,0,FALSE,,,-41.34049737,174.71304,10,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001396,21/05/14,,58909,zealandia2,2014-05-20 22:09:54 UTC,2014-10-13 22:07:30 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1001396,,Darren,0,0,FALSE,,,-41.27461605,174.6817539,165,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001443,21/05/14,,58909,zealandia2,2014-05-21 00:25:32 UTC,2014-10-13 22:07:35 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1001443,,Geordan,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.29593086,174.6468649,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001444,21/05/14,,58909,zealandia2,2014-05-21 00:27:00 UTC,2014-10-13 22:07:36 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1001444,http://static.inaturalist.org/photos/1261960/medium.?1413413887,Geordan,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.31006955,174.6442729,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001445,21/05/14,,58909,zealandia2,2014-05-21 00:27:00 UTC,2014-10-18 02:10:18 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001445,http://static.inaturalist.org/photos/1261962/medium.?1413413891,From Nathan,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.2746818,174.6795733,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001461,21/05/14,,59040,zealandia1,2014-05-21 00:32:15 UTC,2014-10-18 02:10:20 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001461,http://static.inaturalist.org/photos/1261799/medium.?1413413639,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.21727431,174.7767246,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001465,21/05/14,,59040,zealandia1,2014-05-21 00:32:16 UTC,2014-10-18 02:10:20 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001465,http://static.inaturalist.org/photos/1262158/medium.?1413414229,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.30450661,174.8360039,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001480,21/05/14,,59033,zealandia3,2014-05-21 00:32:49 UTC,2014-10-13 22:07:39 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1001480,http://static.inaturalist.org/photos/1261812/medium.?1413413661,,0,0,TRUE,,,-41.35442834,174.7021305,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001487,21/05/14,,58758,zealandia,2014-05-21 00:50:06 UTC,2014-10-18 02:10:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001487,http://static.inaturalist.org/photos/1261826/medium.?1413413674,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.27351083,174.6958001,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001488,21/05/14,,58758,zealandia,2014-05-21 00:50:07 UTC,2014-10-18 02:10:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001488,http://static.inaturalist.org/photos/1261827/medium.?1413413678,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.34956909,174.7889911,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001489,21/05/14,,58758,zealandia,2014-05-21 00:50:07 UTC,2014-10-18 02:10:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001489,http://static.inaturalist.org/photos/1261831/medium.?1413413681,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.34400183,174.7212341,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001491,21/05/14,,58758,zealandia,2014-05-21 00:50:08 UTC,2014-10-26 21:05:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001491,http://static.inaturalist.org/photos/1261832/medium.?1413413682,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.31810358,174.8436185,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001494,21/05/14,,58758,zealandia,2014-05-21 00:50:08 UTC,2014-10-18 02:10:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001494,http://static.inaturalist.org/photos/1261838/medium.?1413413685,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.26711682,174.6551757,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001495,21/05/14,,58758,zealandia,2014-05-21 00:50:08 UTC,2014-10-18 02:10:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001495,http://static.inaturalist.org/photos/1261840/medium.?1413413687,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.26194738,174.8395982,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001624,22/05/14,,58909,zealandia2,2014-05-21 23:45:18 UTC,2014-10-13 22:07:55 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1001624,http://static.inaturalist.org/photos/1262090/medium.?1413414107,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25344862,174.759751,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001635,22/05/14,,58758,zealandia,2014-05-22 00:28:56 UTC,2014-10-13 22:07:56 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1001635,http://static.inaturalist.org/photos/1262082/medium.?1413414095,Tom,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.34126543,174.6617815,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001636,22/05/14,,58758,zealandia,2014-05-22 00:28:56 UTC,2014-10-13 22:07:56 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1001636,http://static.inaturalist.org/photos/1262081/medium.?1413414092,Live in tree Tom,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25842417,174.7258173,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001637,22/05/14,,58758,zealandia,2014-05-22 00:28:56 UTC,2014-10-18 02:10:37 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001637,http://static.inaturalist.org/photos/1262084/medium.?1413414097,Tom two claws on each side,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.23405107,174.8298092,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001643,22/05/14,,58909,zealandia2,2014-05-22 00:35:49 UTC,2014-11-09 08:02:06 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001643,http://static.inaturalist.org/photos/1262091/medium.?1413414109,"Morning tea, group 3, 2 kaka. One kaka on the sugar feeder",3,1,FALSE,,,-41.25093244,174.8047851,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Animalia,413489
1001658,22/05/14,,59033,zealandia3,2014-05-22 03:12:19 UTC,2014-10-13 22:07:58 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1001658,http://static.inaturalist.org/photos/1262135/medium.?1413414185,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.28771314,174.6676672,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001677,22/05/14,,59040,zealandia1,2014-05-22 06:22:11 UTC,2014-10-13 22:08:00 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1001677,http://static.inaturalist.org/photos/1262166/medium.?1413414244,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.26107073,174.8195285,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001678,22/05/14,,59040,zealandia1,2014-05-22 06:22:11 UTC,2014-10-13 22:08:00 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1001678,http://static.inaturalist.org/photos/1262169/medium.?1413414253,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.32434809,174.7160534,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001681,22/05/14,,59040,zealandia1,2014-05-22 06:22:12 UTC,2014-10-13 22:08:00 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1001681,http://static.inaturalist.org/photos/1262170/medium.?1413414252,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25576837,174.752427,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001683,22/05/14,,59040,zealandia1,2014-05-22 06:22:13 UTC,2014-10-13 22:08:01 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1001683,http://static.inaturalist.org/photos/1262174/medium.?1413414262,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.26738438,174.8427419,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001755,23/05/14,,59033,zealandia3,2014-05-22 23:34:55 UTC,2014-10-18 02:10:48 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1001755,http://static.inaturalist.org/photos/1262287/medium.?1413414443,,1,0,TRUE,,"Sanctuary Fence Loop Track, Karori, Wellington, NZ",-41.2898706,174.8064666,1414,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001763,23/05/14,,58758,zealandia,2014-05-23 00:36:09 UTC,2014-10-18 02:10:48 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001763,http://static.inaturalist.org/photos/1262298/medium.?1413414461,"Clawing at a branch, eating something",1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.3071983,174.8095374,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001766,23/05/14,,58758,zealandia,2014-05-23 00:36:10 UTC,2014-10-18 02:10:48 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001766,http://static.inaturalist.org/photos/1262295/medium.?1413414455,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25238486,174.7806095,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001768,23/05/14,,58758,zealandia,2014-05-23 00:36:10 UTC,2014-10-18 02:10:48 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001768,http://static.inaturalist.org/photos/1262296/medium.?1413414459,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.34048416,174.6490811,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001772,23/05/14,,59040,zealandia1,2014-05-23 00:36:36 UTC,2014-10-13 22:08:11 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1001772,http://static.inaturalist.org/photos/1262308/medium.?1413414479,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.29842376,174.7408633,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1001780,23/05/14,,59040,zealandia1,2014-05-23 00:36:37 UTC,2014-10-18 02:10:50 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1001780,http://static.inaturalist.org/photos/1262312/medium.?1413414482,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25131785,174.6438307,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1002362,27/05/14,,59033,zealandia3,2014-05-27 21:57:54 UTC,2014-10-18 02:11:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1002362,http://static.inaturalist.org/photos/1263153/medium.?1413416069,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.36163671,174.8078667,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1002364,27/05/14,,59033,zealandia3,2014-05-27 21:57:55 UTC,2014-10-18 02:11:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1002364,http://static.inaturalist.org/photos/1263154/medium.?1413416069,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.35623727,174.7733875,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1002387,28/05/14,,58909,zealandia2,2014-05-27 23:44:45 UTC,2014-10-18 02:11:43 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1002387,http://static.inaturalist.org/photos/1263207/medium.?1413416200,Beautiful colours,1,0,FALSE,,"Campbell Street, Karori, Wellington, NZ",-41.31961383,174.8183139,1414,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1002414,28/05/14,,59040,zealandia1,2014-05-28 00:05:18 UTC,2014-10-18 02:11:47 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1002414,http://static.inaturalist.org/photos/1264277/medium.?1413419001,By JayLeigh,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.37015527,174.7679944,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
,,,,,,,,,,,Amazing,,,,,,,,,,,,,,,,,
1003363,28/05/14,TRUE,59033,zealandia3,2014-06-04 02:52:16 UTC,2014-11-05 23:48:39 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1003363,http://static.inaturalist.org/photos/1264301/medium.?1413419078,,2,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.32152772,174.8398601,5,,,,Wellington City,New Zealand Kaka,Nestor meridionalis,New Zealand Kaka,Aves,18943
1003367,28/05/14,,59033,zealandia3,2014-06-04 02:52:18 UTC,2014-10-13 22:11:16 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003367,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.26967093,174.7494449,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003370,28/05/14,,59033,zealandia3,2014-06-04 02:52:20 UTC,2014-10-13 22:11:17 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003370,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.35422134,174.7720864,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003374,28/05/14,,59033,zealandia3,2014-06-04 02:52:50 UTC,2014-10-13 22:11:17 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003374,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.24318,174.8157252,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003379,28/05/14,,59033,zealandia3,2014-06-04 02:52:53 UTC,2014-10-13 22:11:18 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003379,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.29978762,174.741331,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003384,28/05/14,,59033,zealandia3,2014-06-04 02:53:02 UTC,2014-10-13 22:11:18 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003384,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.2599719,174.8263029,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003394,28/05/14,,59033,zealandia3,2014-06-04 02:54:29 UTC,2014-10-13 22:11:19 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003394,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25987745,174.7516818,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003398,28/05/14,,59033,zealandia3,2014-06-04 02:55:09 UTC,2014-10-13 22:11:19 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003398,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.35988236,174.6632808,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003402,28/05/14,,59033,zealandia3,2014-06-04 02:55:43 UTC,2014-10-13 22:11:20 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003402,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.31410421,174.7645688,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003408,28/05/14,,59033,zealandia3,2014-06-04 02:56:06 UTC,2014-10-13 22:11:20 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003408,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.3303299,174.7247391,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003411,28/05/14,,59033,zealandia3,2014-06-04 02:56:09 UTC,2014-10-13 22:11:21 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003411,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.36782073,174.6968039,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003415,28/05/14,,59033,zealandia3,2014-06-04 02:56:29 UTC,2014-10-13 22:11:21 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003415,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.24245048,174.7562033,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003417,28/05/14,,59033,zealandia3,2014-06-04 02:59:14 UTC,2014-10-13 22:11:21 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003417,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.2305961,174.7963587,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003421,28/05/14,,59033,zealandia3,2014-06-04 03:07:45 UTC,2014-10-13 22:11:22 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003421,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.32034377,174.710098,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003428,28/05/14,,59033,zealandia3,2014-06-04 03:23:42 UTC,2014-10-13 22:11:22 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003428,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25459587,174.7712697,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003434,28/05/14,,59033,zealandia3,2014-06-04 03:24:04 UTC,2014-10-13 22:11:23 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003434,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.24646809,174.698639,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003435,28/05/14,,59033,zealandia3,2014-06-04 03:25:16 UTC,2014-10-13 22:11:23 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003435,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.36620003,174.7422537,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003439,28/05/14,,59033,zealandia3,2014-06-04 03:25:54 UTC,2014-10-13 22:11:23 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003439,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.35745191,174.8031546,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003443,28/05/14,,59033,zealandia3,2014-06-04 03:26:19 UTC,2014-10-13 22:11:24 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003443,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.2366871,174.7124253,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003446,28/05/14,,59033,zealandia3,2014-06-04 03:29:57 UTC,2014-10-13 22:11:24 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003446,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.24157827,174.770541,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003452,28/05/14,,59033,zealandia3,2014-06-04 03:30:00 UTC,2014-10-13 22:11:25 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003452,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.33116905,174.6672147,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003456,28/05/14,,59033,zealandia3,2014-06-04 03:30:07 UTC,2014-10-13 22:11:25 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003456,http://static.inaturalist.org/photos/1264298/medium.?1413419069,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.27640924,174.7157449,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003539,5/06/14,,59040,zealandia1,2014-06-04 23:10:56 UTC,2014-10-18 02:13:14 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003539,http://static.inaturalist.org/photos/1264405/medium.?1413419386,,1,0,TRUE,,"Sanctuary Fence Loop Track, Karori, Wellington, NZ",-41.30303854,174.6541562,1414,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003584,5/06/14,,59040,zealandia1,2014-06-05 00:40:10 UTC,2014-10-13 22:11:39 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003584,http://static.inaturalist.org/photos/1264449/medium.?1413419514,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25201221,174.7201441,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003589,5/06/14,,58758,zealandia,2014-06-05 00:57:06 UTC,2014-10-18 02:13:18 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003589,http://static.inaturalist.org/photos/1264453/medium.?1413419523,,1,0,TRUE,,"Sanctuary Fence Loop Track, Karori, Wellington, NZ",-41.34736963,174.7293728,1414,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003593,5/06/14,,58758,zealandia,2014-06-05 00:57:06 UTC,2014-10-18 02:13:19 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1003593,http://static.inaturalist.org/photos/1264460/medium.?1413419546,Its feeding,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25129675,174.6515979,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003598,5/06/14,,58758,zealandia,2014-06-05 00:57:07 UTC,2014-10-18 02:13:19 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1003598,http://static.inaturalist.org/photos/1264458/medium.?1413419537,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25284705,174.7552003,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1003605,5/06/14,,59033,zealandia3,2014-06-05 01:12:59 UTC,2014-10-13 22:11:41 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1003605,http://static.inaturalist.org/photos/1264475/medium.?1413419581,Eating bark,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.2867911,174.7624296,10,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003833,21/09/11,TRUE,16490,tony_wills,2014-06-06 11:29:51 UTC,2014-11-07 08:36:10 UTC,research,CC-BY,http://www.inaturalist.org/observations/1003833,http://static.inaturalist.org/photos/1264750/medium.?1413420329,"This behaviour might be cute in kaka, but you can see the route kea tread that leads to upsetting woolly ungulates.",1,0,FALSE,,"Valley view track, Zealandia, Wellington",-41.28974289,174.7822116,50,,,,Wellington City,"Man eating Kaka or ""The pounce""",Nestor meridionalis,New Zealand Kaka,Animalia,18943
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
