id,observed_on,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,positioning_method,positioning_device,place_town_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
1008291,11/07/14,,58758,zealandia,2014-07-11 03:48:16 UTC,2014-10-13 22:20:45 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1008291,http://static.inaturalist.org/photos/1269866/medium.?1413431015,Black dot,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.33529574,174.7580266,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1009636,22/07/14,,59177,shazza,2014-07-23 01:23:44 UTC,2014-10-18 02:19:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1009636,http://static.inaturalist.org/photos/1270569/medium.?1413431976,I have been putting half apples on the branches of a Ngaio tree for years and this is the first time I have seen a Kaka come and feed.  It was just before 1pm and I also saw a Tui getting what seemed to be quite agitated flapping it's wings behind the Kaka.  Great stuff to see.,3,0,FALSE,,spencer street crofton downs wellington 6035,-41.30437795,174.7013496,187,,,,Wellington City,Nestor meridionalis,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1010033,27/07/14,,59040,zealandia1,2014-07-27 04:01:52 UTC,2014-10-18 02:19:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1010033,http://static.inaturalist.org/photos/1270889/medium.?1413432453,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25533108,174.6833271,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1010419,31/07/14,,58758,zealandia,2014-07-31 00:06:13 UTC,2014-10-18 02:20:20 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1010419,http://static.inaturalist.org/photos/1271253/medium.?1413433143,They are rare,2,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.30670013,174.8297017,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1010429,31/07/14,,59033,zealandia3,2014-07-31 00:22:21 UTC,2014-10-18 02:20:22 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1010429,http://static.inaturalist.org/photos/1271275/medium.?1413433183,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.30642463,174.8099861,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1010439,31/07/14,,59040,zealandia1,2014-07-31 00:35:38 UTC,2014-10-18 02:20:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1010439,http://static.inaturalist.org/photos/1271285/medium.?1413433198,Soon star mating,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.27707578,174.7415289,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1010440,31/07/14,,59040,zealandia1,2014-07-31 00:35:39 UTC,2014-10-18 02:20:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1010440,http://static.inaturalist.org/photos/1271286/medium.?1413433208,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.37635821,174.7285195,5,,,,Wellington City,North Island Kaka (Subspecies Nestor meridionalis septentrionalis),Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1010443,31/07/14,,58909,zealandia2,2014-07-31 00:35:44 UTC,2014-10-18 02:20:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1010443,http://static.inaturalist.org/photos/1271331/medium.?1413433301,Feeding,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.33502893,174.7600122,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1011463,5/08/14,,58909,zealandia2,2014-08-05 00:41:38 UTC,2014-10-18 02:20:45 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1011463,http://static.inaturalist.org/photos/1271878/medium.?1413434556,,2,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.31310986,174.8001698,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1011470,5/08/14,,58909,zealandia2,2014-08-05 00:41:39 UTC,2014-10-18 02:20:45 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1011470,http://static.inaturalist.org/photos/1271894/medium.?1413434609,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25908143,174.756036,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1011958,11/08/14,,59040,zealandia1,2014-08-11 00:16:31 UTC,2014-10-18 02:21:26 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1011958,http://static.inaturalist.org/photos/1272581/medium.?1413436404,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.24742538,174.7302229,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1012050,12/08/14,,58909,zealandia2,2014-08-11 23:18:21 UTC,2014-10-18 02:21:35 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1012050,http://static.inaturalist.org/photos/1272694/medium.?1413436670,,1,0,FALSE,,,-41.30043009,174.6399272,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1012052,12/08/14,,59040,zealandia1,2014-08-11 23:24:52 UTC,2014-11-23 01:16:35 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1012052,http://static.inaturalist.org/photos/1272695/medium.?1413436670,,2,0,FALSE,,,-41.34484785,174.8368011,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1012139,12/08/14,,59033,zealandia3,2014-08-12 06:31:43 UTC,2014-10-18 02:21:45 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1012139,http://static.inaturalist.org/photos/1272752/medium.?1413436821,,1,0,FALSE,,,-41.34006702,174.7313969,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1012628,17/08/14,,57754,leonperrie,2014-08-17 05:44:03 UTC,2014-10-13 22:28:59 UTC,casual,CC-BY-NC-SA,http://www.inaturalist.org/observations/1012628,,Very uncommon visitor - I think the first time I've seen kaka on this side of town.  Very surprised to find it in trees in the garden.  Inspecting Pseudopanax lessonii (fruiting) and Banksia integrifolia (a few flowers).,0,0,FALSE,,"Wellington, Roseneath.",-41.31269014,174.8404589,113,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1012719,18/08/14,,59040,zealandia1,2014-08-18 00:46:30 UTC,2014-10-18 02:22:30 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1012719,http://static.inaturalist.org/photos/1273262/medium.?1413437889,Feeding with three others,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.23246375,174.7293015,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1012760,18/08/14,,59033,zealandia3,2014-08-18 02:21:18 UTC,2014-10-18 02:22:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1012760,http://static.inaturalist.org/photos/1273426/medium.?1413438119,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.30885302,174.7651953,5,,,,Wellington City,kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1012761,18/08/14,,59033,zealandia3,2014-08-18 02:21:19 UTC,2014-10-18 02:22:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1012761,http://static.inaturalist.org/photos/1273430/medium.?1413438130,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.22753569,174.7304073,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1012762,18/08/14,,59033,zealandia3,2014-08-18 02:21:19 UTC,2014-10-18 02:22:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1012762,http://static.inaturalist.org/photos/1273428/medium.?1413438125,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.37825817,174.7774204,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1012850,19/08/14,,59033,zealandia3,2014-08-19 00:56:36 UTC,2014-10-18 02:22:38 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1012850,http://static.inaturalist.org/photos/1273469/medium.?1413438190,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.32643593,174.7610028,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1012851,19/08/14,,59033,zealandia3,2014-08-19 00:56:37 UTC,2014-10-18 02:22:38 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1012851,http://static.inaturalist.org/photos/1273478/medium.?1413438202,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.36771935,174.7810193,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1013889,31/08/14,,57408,myfanwy,2014-08-30 20:20:20 UTC,2014-10-13 22:31:29 UTC,casual,,http://www.inaturalist.org/observations/1013889,http://static.inaturalist.org/photos/1274677/medium.?1413440250,Kaka calling to mate and extensive damage from sap feeding in surrounding pines.,0,0,FALSE,,"Karori Park, Karori, Wellington, NZ",-41.35066282,174.6730598,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1013958,29/08/14,,59033,zealandia3,2014-08-31 10:01:30 UTC,2014-10-13 22:31:37 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1013958,http://static.inaturalist.org/photos/1274774/medium.?1413440436,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.31354117,174.6346557,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014070,1/09/14,,59112,kmasters,2014-09-01 06:32:38 UTC,2014-10-18 02:23:59 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014070,http://static.inaturalist.org/photos/1274911/medium.?1413440745,,2,0,FALSE,,,-41.27751606,174.8789113,,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014107,2/09/14,,58758,zealandia,2014-09-01 23:21:50 UTC,2014-10-18 02:24:04 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014107,http://static.inaturalist.org/photos/1274948/medium.?1413440824,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.28562238,174.7841235,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014108,2/09/14,,58758,zealandia,2014-09-01 23:21:52 UTC,2014-10-13 22:31:53 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014108,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.36550765,174.7744047,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014111,2/09/14,,58909,zealandia2,2014-09-01 23:32:19 UTC,2014-10-13 22:31:53 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014111,,Drinking,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.31780544,174.7912353,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014114,2/09/14,,58909,zealandia2,2014-09-01 23:37:21 UTC,2014-10-26 21:03:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014114,http://static.inaturalist.org/photos/1274951/medium.?1413440831,Drinking,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.28297136,174.7485453,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014115,2/09/14,,58909,zealandia2,2014-09-01 23:37:21 UTC,2014-10-18 02:24:04 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014115,http://static.inaturalist.org/photos/1274953/medium.?1413440834,Feeding on sugar and water at food stand,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25593745,174.8068562,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014125,2/09/14,,59033,zealandia3,2014-09-02 00:23:26 UTC,2014-10-18 02:24:05 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014125,http://static.inaturalist.org/photos/1274968/medium.?1413440861,By a bird feeder.,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.31195844,174.6869148,10,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014180,3/09/14,,16490,tony_wills,2014-09-03 04:50:58 UTC,2015-03-16 11:01:35 UTC,casual,CC-BY,http://www.inaturalist.org/observations/1014180,,Heard but not seen.,0,0,FALSE,,"Wilton bush, Wellington",-41.26057324,174.8714971,300,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1014219,4/09/14,,59040,zealandia1,2014-09-03 21:14:05 UTC,2014-10-13 22:32:05 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014219,http://static.inaturalist.org/photos/1275109/medium.?1413441251,,0,0,FALSE,,"Sanctuary Fence Loop Track, Karori, Wellington, NZ",-41.37845901,174.7781274,65,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014229,4/09/14,,58909,zealandia2,2014-09-03 22:10:55 UTC,2014-10-18 02:24:14 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014229,http://static.inaturalist.org/photos/1275118/medium.?1413441267,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.34733411,174.6894572,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014246,4/09/14,,59033,zealandia3,2014-09-03 22:43:43 UTC,2014-10-13 22:32:07 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014246,http://static.inaturalist.org/photos/1275182/medium.?1413441419,,0,0,FALSE,,"Sanctuary Fence Loop Track, Karori, Wellington, NZ",-41.33905555,174.8519068,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014247,4/09/14,,59033,zealandia3,2014-09-03 22:43:43 UTC,2014-10-13 22:32:07 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014247,http://static.inaturalist.org/photos/1275178/medium.?1413441407,,0,0,FALSE,,"Sanctuary Fence Loop Track, Karori, Wellington, NZ",-41.36536934,174.7250941,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014252,4/09/14,,59033,zealandia3,2014-09-03 23:11:29 UTC,2015-01-17 09:45:52 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014252,http://static.inaturalist.org/photos/1275191/medium.?1413441440,,2,0,FALSE,,,-41.31699903,174.7460401,5,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1014257,4/09/14,,58909,zealandia2,2014-09-03 23:17:07 UTC,2014-10-18 02:24:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014257,http://static.inaturalist.org/photos/1275134/medium.?1413441297,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.29144445,174.7796297,10,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014269,4/09/14,,58758,zealandia,2014-09-04 00:50:34 UTC,2014-10-18 02:24:16 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014269,http://static.inaturalist.org/photos/1275138/medium.?1413441302,,1,0,FALSE,,"Sanctuary Fence Loop Track, Karori, Wellington, NZ",-41.32445795,174.6834345,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014288,4/09/14,,59040,zealandia1,2014-09-04 00:53:36 UTC,2014-10-18 02:24:20 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014288,http://static.inaturalist.org/photos/1275162/medium.?1413441371,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.34526494,174.7459328,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014289,4/09/14,,59040,zealandia1,2014-09-04 00:53:36 UTC,2014-10-18 02:24:20 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014289,http://static.inaturalist.org/photos/1275164/medium.?1413441374,,1,0,FALSE,,,-41.31678158,174.74416,10,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014475,29/08/14,,57640,susan_waugh,2014-09-05 20:43:10 UTC,2014-10-13 22:32:33 UTC,casual,CC-BY-NC-SA,http://www.inaturalist.org/observations/1014475,,Flew overhead making it's characteristic creaky door rasping creak,0,0,FALSE,,"Wilton Road, Wilton, Wellington, NZ",-41.267439,174.8147144,,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014696,6/09/14,,58249,nsingers,2014-09-07 23:56:20 UTC,2014-10-13 22:33:04 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014696,,,0,0,FALSE,,Rotopounamu,-39.0931836,175.7392838,,,,,,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1014718,8/09/14,,59272,snapdecision,2014-09-08 02:28:26 UTC,2014-10-13 22:33:06 UTC,casual,CC-BY-NC-SA,http://www.inaturalist.org/observations/1014718,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.28324403,174.7811881,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014783,8/09/14,,59040,zealandia1,2014-09-09 03:30:53 UTC,2014-10-13 22:33:13 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014783,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.25528576,174.7572651,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014832,10/09/14,,59033,zealandia3,2014-09-10 03:27:59 UTC,2014-10-29 20:44:54 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014832,http://static.inaturalist.org/photos/1275850/medium.?1413442869,Darren,0,0,TRUE,,"Sanctuary Fence Loop Track, Karori, Wellington, NZ",-41.33414885,174.7942857,1414,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014855,10/09/14,,58249,nsingers,2014-09-10 09:29:33 UTC,2014-10-13 22:33:21 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014855,,Causal observations while undertaking tracking tunnels. Includes a group of 4-6 kaka at the end of tracking line 11,0,0,FALSE,,Lake Rotopounamu,-38.99820662,175.703926,,,,,,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1014874,10/09/14,,59040,zealandia1,2014-09-10 21:10:28 UTC,2014-10-13 22:33:23 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014874,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.35843725,174.8047697,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014875,10/09/14,,59040,zealandia1,2014-09-10 21:10:29 UTC,2014-10-13 22:33:23 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014875,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.26093765,174.7193626,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014906,11/09/14,,58909,zealandia2,2014-09-11 00:23:32 UTC,2014-10-13 22:33:27 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014906,http://static.inaturalist.org/photos/1276538/medium.?1413444187,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.33803872,174.7250421,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014950,11/09/14,,59040,zealandia1,2014-09-11 00:38:50 UTC,2014-10-13 22:33:31 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014950,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.23288266,174.7066831,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014952,11/09/14,,59040,zealandia1,2014-09-11 00:38:51 UTC,2014-10-13 22:33:31 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014952,,,0,0,FALSE,,,-41.22544865,174.7466989,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014953,11/09/14,,59040,zealandia1,2014-09-11 00:38:51 UTC,2014-10-13 22:33:31 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1014953,,,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.31106532,174.8213669,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014961,9/09/14,,44579,angelasimpson,2014-09-11 00:59:45 UTC,2014-10-18 02:25:03 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/1014961,https://farm4.staticflickr.com/3839/15009999800_8fa6b26d21.jpg,a pair of kaka were flying around and sitting in the eucalypts at Taitua Arboretum.  A fluttery tui seemed unhappy with this and was chasing them around the arboretum.  ,1,0,FALSE,,hamilton nz,-37.76373437,175.1955524,,,,,,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1014964,10/09/14,,59033,zealandia3,2014-09-11 01:34:19 UTC,2015-06-04 22:58:37 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014964,http://static.inaturalist.org/photos/1276525/medium.?1413444150,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.26756171,174.6763834,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014986,10/09/14,,58758,zealandia,2014-09-11 01:37:06 UTC,2014-10-18 02:25:05 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014986,http://static.inaturalist.org/photos/1275863/medium.?1413442899,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.24744696,174.8429884,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014988,10/09/14,,58758,zealandia,2014-09-11 01:37:07 UTC,2014-10-18 02:25:05 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014988,http://static.inaturalist.org/photos/1275866/medium.?1413442907,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.24605713,174.7764476,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014991,11/09/14,,58758,zealandia,2014-09-11 01:37:08 UTC,2014-10-18 02:25:05 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1014991,http://static.inaturalist.org/photos/1275869/medium.?1413442914,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.3117935,174.7350013,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1014998,11/09/14,,16490,tony_wills,2014-09-11 01:52:14 UTC,2014-10-13 22:33:36 UTC,casual,CC-BY,http://www.inaturalist.org/observations/1014998,,Two flying overhead towards botanic gardens.,0,0,FALSE,,"Kelburn, Wellington",-41.23275883,174.685243,20,,,,Wellington City,North Island Kaka,Nestor meridionalis septentrionalis,North Island Kaka,Aves,413489
1015055,31/08/14,,59278,krusher,2014-09-11 09:14:33 UTC,2014-10-13 22:33:43 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1015055,,A single bird in beech forest canopy Lake Sumner forest park,0,0,FALSE,,,-42.5478255,172.3152385,,,,,,South Island Kaka,Nestor meridionalis meridionalis,South Island Kaka,Aves,413490
1015585,19/09/14,,58758,zealandia,2014-09-19 00:32:55 UTC,2014-10-18 02:25:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1015585,http://static.inaturalist.org/photos/1276864/medium.?1413444785,Breeana,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.29630156,174.863328,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1015586,19/09/14,,59033,zealandia3,2014-09-19 00:37:36 UTC,2014-10-18 02:25:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1015586,http://static.inaturalist.org/photos/1276766/medium.?1413444599,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.35418033,174.7498382,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1016099,24/09/14,,59040,zealandia1,2014-09-23 21:26:20 UTC,2014-10-29 20:41:00 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1016099,http://static.inaturalist.org/photos/1277574/medium.?1413446095,Darren,0,0,TRUE,,"Sanctuary Fence Loop Track, Karori, Wellington, NZ",-41.24565173,174.8101863,65,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1016116,24/09/14,,59040,zealandia1,2014-09-23 22:48:38 UTC,2014-10-18 02:26:10 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1016116,http://static.inaturalist.org/photos/1277610/medium.?1413446160,Mapua school,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.23375287,174.7179225,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
,,,,,,,,,,,Emily,,,,,,,,,,,,,,,,,
1016119,24/09/14,,59033,zealandia3,2014-09-23 23:02:49 UTC,2014-10-18 02:26:10 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1016119,http://static.inaturalist.org/photos/1277589/medium.?1413446120,A kaka just taking flight after a feed.,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.31686278,174.7548552,5,,,,Wellington City,One  a menny Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1016135,24/09/14,,58909,zealandia2,2014-09-23 23:34:45 UTC,2014-10-18 02:26:11 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1016135,http://static.inaturalist.org/photos/1277605/medium.?1413446151,,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.32585064,174.742119,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1016210,25/09/14,,58758,zealandia,2014-09-25 00:00:46 UTC,2014-10-13 22:36:06 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1016210,,Eats nectar from flowers they scratch away bugs from the tree just finish using feeder thing,0,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.28874859,174.6745111,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
1016213,25/09/14,,58758,zealandia,2014-09-25 00:13:06 UTC,2014-10-18 02:26:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1016213,http://static.inaturalist.org/photos/1277699/medium.?1413446330,Eats nectar from flowers they scratch away bugs from the tree just finish using feeder thing,1,0,FALSE,,"Karori Wildlife Sanctuary, Karori, Wellington, NZ",-41.32273771,174.76929,5,,,,Wellington City,Kaka,Nestor meridionalis,New Zealand Kaka,Animalia,18943
